,Name,Goals,Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,xG,npxG,xA,npxG+xA,Shots Total,Shots on target,Shots on target %,Goals/Shot,Goals/Shot on target,Average Shot Distance,Shots from free kicks,npxG/Sh,Goals - xG,Non-Penalty Goals - npxG,Passes Completed,Passes Attempted,Pass Completion %,Total Passing Distance,Progressive Passing Distance,Passes Completed (Short),Passes Attempted (Short),Pass Completion % (Short),Passes Completed (Medium),Passes Attempted (Medium),Pass Completion % (Medium),Passes Completed (Long),Passes Attempted (Long),Pass Completion % (Long),Key Passes,Passes into Final Third,Passes into Penalty Area,Crosses into Penalty Area,Progressive Passes,Live-ball passes,Dead-ball passes,Passes from Free Kicks,Through Balls,Passes Under Pressure,Switches,Crosses,Corner Kicks,Inswinging Corner Kicks,Outswinging Corner Kicks,Straight Corner Kicks,Ground passes,Low Passes,High Passes,Passes Attempted (Left),Passes Attempted (Right),Passes Attempted (Head),Throw-Ins taken,Passes Attempted (Other),Passes Offside,Passes Out of Bounds,Passes Intercepted,Passes Blocked,Shot-Creating Actions,SCA (PassLive),SCA (PassDead),SCA (Drib),SCA (Sh),SCA (Fld),SCA (Def),Goal-Creating Actions,GCA (PassLive),GCA (PassDead),GCA (Drib),GCA (Sh),GCA (Fld),GCA (Def),Tackles,Tackles Won,Tackles (Def 3rd),Tackles (Mid 3rd),Tackles (Att 3rd),Dribblers Tackled,Dribbles Contested,% of dribblers tackled,Dribbled Past,Pressures,Successful Pressures,Successful Pressure %,Pressures (Def 3rd),Pressures (Mid 3rd),Pressures (Att 3rd),Blocks,Shots Blocked,Shots Saved,Interceptions,Tkl+Int,Clearances,Errors,Touches,Touches (Def Pen),Touches (Def 3rd),Touches (Mid 3rd),Touches (Att 3rd),Touches (Att Pen),Touches (Live-Ball),Dribbles Completed,Dribbles Attempted,Successful Dribble %,Players Dribbled Past,Nutmegs,Carries,Total Carrying Distance,Progressive Carrying Distance,Progressive Carries,Carries into Final Third,Carries into Penalty Area,Miscontrols,Dispossessed,Pass Targets,Passes Received,Passes Received %,Progressive Passes Rec,Second Yellow Card,Fouls Committed,Fouls Drawn,Offsides,Penalty Kicks Won,Penalty Kicks Conceded,Own Goals,Ball Recoveries,Aerials won,Aerials lost,% of Aerials Won,Market value,Goals Against,Shots on Target Against,Saves,Save%,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Free Kick Goals Against,Corner Kick Goals Against,Own Goals Scored Against Goalkeeper,PSxG,PSxG/SoT,PSxG-GA,Passes Completed (Launched),Passes Attempted (Launched),Pass Completion Percentage (Launched),Throws Attempted,Launch%,Average Pass Length,Goal Kicks,Launch% (Goal Kicks),Avg. Length of Goal Kicks,Crosses Faced,Crosses Stopped,Crosses Stopped %,Def. Actions Outside Pen. Area,Avg. Distance of Def. Actions
3803,Malick Thiaw,0.00,0.00,0.00,0.00,0.00,0.36,0.09,0.02,0.02,0.00,0.02,0.27,0.09,33.3%,0.00,0.00,7.70,0.00,0.06,-0.02,-0.02,40.24,47.43,84.8%,879.97,250.24,9.16,10.60,86.4%,23.62,25.96,91.0%,7.19,10.33,69.6%,0.00,1.26,0.09,0.00,1.89,44.91,2.52,1.26,0.00,4.40,0.72,0.00,0.00,0.00,0.00,0.00,36.20,4.49,6.74,12.49,31.17,1.62,1.26,0.00,0.18,1.17,0.72,0.90,0.09,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.60,1.08,1.26,1.35,0.00,0.54,1.53,35.3%,0.99,13.83,3.86,27.9%,7.63,5.93,0.27,2.07,1.17,0.00,2.43,5.03,5.84,0.00,60.36,11.23,38.35,23.80,1.71,0.54,57.93,0.00,0.00,,0.00,0.00,32.16,157.19,67.28,0.81,0.18,0.00,0.36,0.18,39.16,37.10,94.7%,0.36,0.09,1.80,0.54,0.18,0.00,0.00,0.00,7.10,2.69,1.44,65.2%,€4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3804,Malik Sellouki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€350Th. Last update: Mar 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,Malik TchokountÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€550Th. Last update: Jun 25, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,Malik Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,Malo Gusto,0.00,0.10,0.00,0.00,0.00,0.21,0.10,0.08,0.08,0.17,0.25,0.62,0.00,0.0%,0.00,,20.60,0.00,0.13,-0.08,-0.08,62.22,72.27,86.1%,1055.91,305.77,30.55,33.42,91.4%,25.42,28.50,89.2%,5.33,8.41,63.4%,1.23,2.05,0.82,0.41,3.18,62.12,10.15,1.23,0.00,7.38,0.92,1.74,0.21,0.00,0.00,0.00,51.97,11.79,8.51,10.87,50.64,1.54,8.71,0.00,0.21,0.82,2.36,2.46,1.54,1.44,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.38,1.95,2.05,1.03,0.31,1.23,2.36,52.2%,1.13,17.53,6.25,35.7%,8.92,6.05,2.56,3.08,0.62,0.00,1.74,5.13,2.05,0.21,85.69,3.59,25.11,44.90,21.42,2.05,75.96,0.51,1.44,35.7%,0.51,0.10,54.53,235.66,126.90,4.72,1.64,0.51,1.64,1.13,62.02,57.30,92.4%,3.28,0.10,1.54,0.51,0.10,0.00,0.21,0.10,7.59,1.03,1.33,43.5%,€3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3808,Mama Samba BaldÃ©,0.23,0.04,0.23,0.00,0.00,0.15,0.00,0.25,0.25,0.05,0.31,1.88,0.81,42.9%,0.12,0.29,14.10,0.00,0.14,-0.02,-0.02,15.09,21.27,70.9%,231.10,48.76,8.75,11.17,78.4%,4.42,6.10,72.3%,1.19,1.84,64.6%,0.69,1.04,0.50,0.00,1.38,20.16,1.11,0.08,0.04,6.57,0.46,0.50,0.00,0.00,0.00,0.00,15.01,3.95,2.30,3.80,14.13,1.04,0.19,0.54,0.00,0.38,0.96,0.96,1.96,1.27,0.00,0.27,0.19,0.15,0.08,0.12,0.08,0.00,0.00,0.04,0.00,0.00,1.57,1.00,0.58,0.58,0.42,0.23,1.00,23.1%,0.77,17.93,4.30,24.0%,2.38,9.48,6.07,1.04,0.08,0.00,0.84,2.42,0.50,0.00,37.21,0.84,4.26,19.62,16.05,4.57,36.17,1.42,3.23,44.0%,1.73,0.15,24.19,102.36,59.32,2.96,0.88,0.50,4.03,2.84,47.07,26.19,55.6%,7.68,0.00,1.50,1.54,0.46,0.00,0.00,0.00,4.68,2.23,3.92,36.3%,€4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,Mamadou Camara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€150Th. Last update: Aug 6, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,Mamadou Coulibaly,0.27,0.00,0.27,0.00,0.00,0.14,0.00,0.15,0.15,0.03,0.18,1.09,0.54,50.0%,0.25,0.50,17.20,0.00,0.14,+0.12,+0.12,26.78,36.03,74.3%,474.47,141.66,11.83,14.55,81.3%,11.28,13.87,81.4%,3.13,5.03,62.2%,0.68,3.13,0.27,0.14,2.99,35.62,0.41,0.27,0.00,7.48,0.82,0.68,0.00,0.00,0.00,0.00,23.79,6.93,5.30,7.75,25.97,1.50,0.14,0.00,0.14,0.27,1.36,2.45,2.45,2.04,0.00,0.14,0.14,0.14,0.00,0.14,0.00,0.00,0.14,0.00,0.00,0.00,2.58,1.22,1.77,0.41,0.41,0.68,1.77,38.5%,1.09,21.48,4.35,20.3%,9.24,7.75,4.49,2.45,0.00,0.00,2.45,5.03,1.36,0.00,50.98,2.18,13.60,27.33,15.09,1.77,50.57,1.77,2.18,81.3%,1.77,0.00,34.67,226.09,109.98,4.49,2.18,0.41,1.36,1.90,36.16,28.41,78.6%,2.99,0.00,2.04,1.09,0.00,0.00,0.00,0.00,11.56,0.95,1.09,46.7%,€3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,Mamadou DoucourÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,Mamadou Fofana,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.0%,0.00,,12.80,0.00,0.03,0.00,0.00,33.89,38.70,87.6%,713.32,207.98,11.35,12.12,93.6%,16.79,18.19,92.3%,5.60,8.08,69.2%,0.00,0.16,0.00,0.00,0.47,37.46,1.24,1.24,0.00,3.42,0.62,0.00,0.00,0.00,0.00,0.00,30.78,2.64,5.29,5.44,31.87,1.40,0.00,0.00,0.00,0.31,0.62,1.24,0.16,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.49,0.78,1.55,0.93,0.00,1.24,2.95,42.1%,1.71,13.83,3.58,25.8%,8.55,5.29,0.00,1.71,0.47,0.00,1.71,4.20,3.89,0.00,48.81,5.91,28.45,21.30,1.87,0.47,47.56,0.31,0.31,100.0%,0.31,0.00,31.71,158.39,86.74,0.78,0.16,0.00,0.16,0.47,30.78,30.00,97.5%,0.16,0.00,1.09,0.16,0.00,0.00,0.16,0.00,6.84,0.16,0.62,20.0%,€2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,Mamadou KanoutÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Jun 23, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,Mamadou KonÃ©,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€400Th. Last update: Jun 7, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,Mamadou Mbaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€50Th. Last update: Jun 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,Mamadou Sakho,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.01,0.01,0.00,0.00,,,,,0.00,,0.00,0.00,41.82,46.94,89.1%,815.96,331.88,15.10,15.96,94.7%,19.60,20.99,93.4%,6.35,8.60,73.9%,0.08,1.94,0.08,0.00,2.48,45.62,1.32,1.16,0.08,3.10,0.23,0.00,0.00,0.00,0.00,0.00,35.78,4.03,7.13,35.47,7.75,2.71,0.15,0.08,0.00,0.70,0.70,0.23,0.15,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.32,0.62,1.08,0.15,0.08,0.62,0.93,66.7%,0.31,5.27,2.17,41.2%,3.56,1.47,0.23,1.24,1.01,0.00,1.94,3.25,4.80,0.00,56.31,10.92,33.77,24.09,0.93,0.23,55.07,0.23,0.31,75.0%,0.23,0.00,32.14,136.63,65.60,1.01,0.15,0.08,0.15,0.23,34.85,34.31,98.4%,0.00,0.00,0.39,0.15,0.00,0.00,0.00,0.00,9.99,1.94,1.55,55.6%,€6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,Mamadou Samassa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,Mamadou Sissako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,Mamadou Sylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,Mamadou Thiam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€600Th. Last update: Oct 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,Mamady Diarra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€100Th. Last update: Jun 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,Mame Biram Diouf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,Mamor Niang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,Mamoudou Karamoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€800Th. Last update: Sep 6, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,Mandela Egbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€300Th. Last update: Nov 9, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,Manolo Gabbiadini,0.34,0.21,0.27,0.07,0.07,0.27,0.00,0.34,0.28,0.19,0.47,3.09,1.58,51.1%,0.09,0.17,18.20,0.21,0.09,+0.01,-0.01,16.74,24.21,69.1%,272.95,82.80,8.85,11.52,76.8%,5.76,7.55,76.4%,1.65,3.43,48.0%,1.58,1.85,0.96,0.21,2.74,22.50,1.71,0.21,0.21,7.27,0.82,0.69,0.89,0.27,0.21,0.07,14.06,4.80,5.35,18.59,2.47,1.37,0.07,0.75,0.00,0.55,1.44,0.48,2.88,1.99,0.14,0.14,0.41,0.14,0.07,0.62,0.27,0.00,0.07,0.21,0.00,0.07,0.55,0.27,0.21,0.14,0.21,0.07,0.69,10.0%,0.62,11.87,2.74,23.1%,1.51,4.53,5.83,0.55,0.07,0.00,0.27,0.82,0.48,0.00,33.82,0.55,3.77,16.53,15.30,3.43,31.97,0.55,1.03,53.3%,0.69,0.14,21.75,94.39,44.86,2.54,0.75,0.55,1.58,0.96,42.26,25.66,60.7%,5.01,0.00,1.37,1.58,0.41,0.00,0.00,0.00,3.91,1.30,2.95,30.6%,€5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,Manolo Portanova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,€1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,Manolo Reina,,,,,0.20,,,,,,,,,,,,,,,,,,22.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€200Th. Last update: Jun 24, 2021",1.33,3.27,2.00,63.3%,0.27,0.47,0.27,0.33,33.3%,0.13,0.07,0.00,33.3%,0.00,0.07,0.07,1.11,0.30,-0.15,6.47,17.07,37.9%,3.60,55.9%,44.7,8.27,56.5%,43.1,9.00,0.73,8.1%,0.60,15.0
3829,Manu Emmanuel Gyabuaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"€650Th. Last update: Jun 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,Manu GarcÃ­a,0.00,0.00,0.00,0.00,0.00,0.73,0.09,0.05,0.05,0.03,0.08,0.91,0.18,20.0%,0.00,0.00,17.80,0.00,0.06,-0.05,-0.05,22.61,31.46,71.9%,410.79,89.27,9.85,12.49,78.8%,9.39,12.77,73.6%,2.46,4.19,58.7%,0.46,2.46,0.18,0.09,2.10,30.55,0.91,0.36,0.00,7.02,0.73,0.55,0.00,0.00,0.00,0.00,19.42,4.19,7.84,16.96,8.75,2.92,0.27,0.27,0.09,0.64,1.09,1.64,0.91,0.64,0.00,0.00,0.00,0.18,0.09,0.09,0.00,0.00,0.00,0.00,0.09,0.00,1.91,1.28,0.46,1.28,0.18,0.46,2.37,19.2%,1.91,18.51,5.29,28.6%,5.29,11.40,1.82,1.82,0.18,0.00,1.00,2.92,2.37,0.00,41.40,1.64,8.48,28.09,5.93,1.09,40.49,0.18,0.18,100.0%,0.18,0.00,22.43,81.16,32.92,1.19,0.36,0.00,0.64,0.73,29.36,24.53,83.5%,3.01,0.09,2.10,2.55,0.09,0.00,0.00,0.00,8.30,3.47,2.64,56.7%,"€800Th. Last update: Jun 10, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,Manu GarcÃ­a,0.00,0.00,0.00,0.00,0.00,0.19,0.00,0.02,0.02,0.09,0.13,0.57,0.00,0.0%,0.00,,20.30,0.00,0.04,-0.02,-0.02,39.41,50.40,78.2%,860.21,267.35,14.21,17.05,83.3%,15.54,17.43,89.1%,8.34,12.69,65.7%,2.27,7.58,1.89,0.57,6.63,44.91,5.49,2.65,0.00,10.61,4.55,1.71,1.89,0.76,0.38,0.19,31.07,7.01,12.32,2.46,46.04,0.76,0.57,0.19,0.19,1.33,1.52,0.95,3.22,1.71,1.33,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.14,0.95,0.38,0.57,0.19,0.57,1.89,30.0%,1.33,16.29,4.36,26.7%,3.79,8.34,4.17,0.95,0.00,0.00,1.14,2.27,0.38,0.00,60.44,1.14,9.66,36.76,17.81,0.76,55.52,2.46,3.22,76.5%,2.46,0.19,45.85,236.84,112.93,5.87,1.14,0.38,1.52,1.89,46.04,40.93,88.9%,1.52,0.00,2.27,4.17,0.00,0.00,0.00,0.00,9.66,0.38,0.38,50.0%,€4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,Manu Morlanes,0.16,0.00,0.16,0.00,0.00,0.32,0.00,0.05,0.05,0.03,0.06,0.64,0.16,25.0%,0.25,1.00,18.80,0.00,0.06,+0.11,+0.11,41.00,46.92,87.4%,690.85,227.40,19.54,20.82,93.8%,16.81,18.58,90.5%,3.68,6.09,60.5%,0.32,4.96,0.48,0.16,4.32,44.20,2.72,2.56,0.00,5.61,0.96,0.32,0.00,0.00,0.00,0.00,36.99,3.68,6.25,7.37,36.51,1.76,0.16,0.00,0.32,0.48,0.96,1.28,1.28,0.80,0.16,0.00,0.16,0.00,0.16,0.48,0.16,0.00,0.00,0.16,0.00,0.16,3.04,2.40,1.12,1.76,0.16,0.64,2.24,28.6%,1.60,19.22,5.12,26.7%,9.61,8.81,0.80,2.08,0.80,0.00,0.96,4.00,2.08,0.00,57.01,2.56,14.73,38.75,7.85,0.32,54.77,0.96,1.12,85.7%,0.96,0.16,37.31,189.13,98.33,4.16,0.96,0.00,0.64,0.64,37.31,35.39,94.8%,0.16,0.00,0.96,1.28,0.00,0.00,0.00,0.00,9.77,1.60,1.76,47.6%,€5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,Manu Trigueros,0.12,0.15,0.12,0.00,0.00,0.20,0.02,0.14,0.14,0.17,0.31,1.44,0.59,41.4%,0.09,0.21,18.60,0.00,0.10,-0.01,-0.01,42.35,50.75,83.5%,755.34,214.23,19.02,21.03,90.5%,17.76,20.26,87.7%,4.61,7.08,65.0%,1.36,5.08,1.86,0.15,5.28,49.09,1.66,1.06,0.32,9.83,0.64,0.64,0.25,0.10,0.02,0.02,38.96,6.24,5.55,13.77,34.47,1.26,0.17,0.40,0.30,0.57,1.36,1.11,2.60,2.38,0.05,0.00,0.02,0.12,0.02,0.37,0.35,0.00,0.00,0.00,0.02,0.00,1.78,1.04,0.82,0.72,0.25,0.57,2.55,22.3%,1.98,20.58,4.73,23.0%,6.51,9.83,4.24,1.21,0.10,0.00,0.50,2.28,0.62,0.00,60.21,1.16,9.49,34.75,19.66,1.81,58.77,0.62,1.04,59.5%,0.67,0.07,42.87,178.24,85.69,4.63,1.76,0.10,1.06,1.39,56.22,46.81,83.3%,5.20,0.00,1.83,1.76,0.07,0.02,0.02,0.00,7.11,0.84,1.04,44.7%,€12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
